Customer_ID,Customer_Name,Gender,Age,State,City,Bank_Branch,Account_Type,Transaction_ID,Transaction_Date,Transaction_Time,Transaction_Amount,Merchant_ID,Transaction_Type,Merchant_Category,Account_Balance,Transaction_Device,Transaction_Location,Device_Type,Is_Fraud,Transaction_Currency,Customer_Contact,Transaction_Description,Customer_Email
87b53799-9959-4534-9aad-f7dfc1821d4b,Charvi Biswas,Male,18,Gujarat,Vadodara,Vadodara Branch,Savings,72832f5f-3b4c-4c9f-8434-8cfc564835f1,25-01-2025,8:52:44,45491.61,e4d6a617-f30f-481c-b2d6-133259d69a3b,Credit,Clothing,25427.07,Desktop/Laptop,"Vadodara, Gujarat",POS,0,INR,+9193360XXXXXX,Streaming service subscription,charviXXXX@XXXXXXX.com
d4d0f62e-00b0-4c0e-8188-0b5a3f3e6c3e,Yuvraj Dasgupta,Male,59,Punjab,Chandigarh,Chandigarh Branch,Business,9a03bbb6-0b7b-4ea6-919f-ba430637b612,14-01-2025,19:43:31,34680.87,3777c223-bf6f-443f-8964-5f60155cca98,Credit,Restaurant,38070.74,Bank Branch,"Chandigarh, Punjab",Mobile,0,INR,+9193342XXXXXX,Subscription renewal,yuvrajXXXXX@XXXXX.com
b2563484-0dae-4555-8859-5b55f91136d4,Amara Sidhu,Male,66,Mizoram,Champhai,Champhai Branch,Savings,6fa60ddb-b48b-40d3-b48a-d3bfa5afaafa,27-01-2025,22:02:12,46843.65,31278c3e-48ae-4115-a5c0-d8de1745d28f,Bill Payment,Restaurant,38362.08,Desktop/Laptop,"Champhai, Mizoram",Desktop,0,INR,+9192865XXXXXX,Laundry service,amaraXXXX@XXXXXXX.com
e6efdf36-1128-4a59-b4e5-08d8e5eb0e90,Maya Purohit,Female,47,Chhattisgarh,Korba,Korba Branch,Savings,9cb895c2-a148-43e4-8bff-44dfff407fe7,29-01-2025,12:09:47,39976.03,84797331-345f-40c3-87cd-f45e873de706,Transfer,Restaurant,49403.41,Self-service Banking Machine,"Korba, Chhattisgarh",POS,0,INR,+9193052XXXXXX,Online shopping,mayaXXX@XXXXXXX.com
3b59a82e-cd12-4eb4-bb0d-a52fb0662be8,Eshana Yohannan,Male,37,West Bengal,Kolkata,Kolkata Branch,Savings,9ce70ba0-cdf9-4c7d-bf79-8b59ac663b91,9/1/2025,14:35:57,10258.06,09006c38-ded5-4abe-8660-6334a1fd4825,Transfer,Groceries,73121.31,Payment Gateway Device,"Kolkata, West Bengal",ATM,0,INR,+9197782XXXXXX,Personal loan repayment,eshanaXXXXX@XXXXXXX.com
fa3f6733-33d6-4893-9a4b-90d097e02a14,Ranveer Biswas,Female,53,Bihar,Gaya,Gaya Branch,Business,08d040c8-4561-40e3-b2de-605ffbc837a2,22-01-2025,9:50:59,92969.97,c402f840-63bc-4a00-97d3-59ca63c281ff,Withdrawal,Health,80388.02,ATM Booth Kiosk,"Gaya, Bihar",Mobile,0,INR,+9194710XXXXXX,Insurance premium,ranveerXXXX@XXXXXXX.com
8d375e52-bfe4-405c-8e49-0e53f4cb8258,Bishakha Dhar,Female,38,Sikkim,Jorethang,Jorethang Branch,Checking,26064944-2ef5-40f3-bbc6-880fa0c7ffa6,8/1/2025,13:51:31,47.39,9ccd73b9-9361-4ec7-af4f-9bbf27672b77,Withdrawal,Clothing,52977.93,ATM,"Jorethang, Sikkim",Mobile,0,INR,+9199457XXXXXX,Pet care,bishakhaXXXXX@XXXXX.com
99d95f63-a2fa-4707-b577-f4a008e6700e,Theodore Suri,Male,56,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Silvassa Branch,Business,aa3832eb-c0f0-48b1-b195-a376a1e17797,24-01-2025,12:41:39,85269.3,edb8e488-50ce-4d73-8dfd-ba561b4bc17b,Debit,Restaurant,74322.85,Biometric Scanner,"Silvassa, Dadra and Nagar Haveli and Daman and Diu",Desktop,1,INR,+9194951XXXXXX,Gift for colleague,theodoreXXX@XXXXX.com
88f48e6d-8018-4977-9af3-1702bd6e490c,Gagan Vala,Female,38,Madhya Pradesh,Bhopal,Bhopal Branch,Savings,df9d6dd9-dd29-442d-9abf-a2b3bbffde24,2/1/2025,12:42:43,89594.61,70d22ed4-3162-419f-adbb-1d04449f135d,Bill Payment,Groceries,61702.79,POS Mobile Device,"Bhopal, Madhya Pradesh",Desktop,0,INR,+9196471XXXXXX,Smart home device purchase,gaganXXXXX@XXXXX.com
f2fd2ba1-be7e-4a02-8cb6-bd20cae92545,Saanvi Srinivas,Female,38,Uttar Pradesh,Kanpur,Kanpur Branch,Business,0c4dafb3-c550-453a-a77c-6660a26b6705,13-01-2025,21:50:44,17728.9,4a1fff97-40f6-4427-b6fa-a1921619b4df,Withdrawal,Clothing,6965.92,Self-service Banking Machine,"Kanpur, Uttar Pradesh",Desktop,0,INR,+9196905XXXXXX,Beauty products,saanviXXXX@XXXXX.com
c7f12d6f-4193-4bd8-9224-b8b900f05290,Nikita Mohan,Male,60,Andaman and Nicobar Islands,Port Blair,Port Blair Branch,Business,2e4aeb85-653c-43d6-b74d-a15e913ae6b9,17-01-2025,8:34:34,69766.33,df14ef22-f7aa-4d72-92ca-3c72c6bb4c7d,Debit,Clothing,56941.65,Self-service Banking Machine,"Port Blair, Andaman and Nicobar Islands",POS,0,INR,+9196255XXXXXX,Car service,nikitaXXXX@XXXXX.com
4efe4b13-30e1-4d0d-812b-0d4fa338c9cc,Jonathan Purohit,Male,33,Maharashtra,Nagpur,Nagpur Branch,Business,70482dc0-7b06-4614-8cae-cbdbc1d73aff,17-01-2025,4:37:07,15972.95,b01573eb-6dd9-4d7c-aef4-88daab0b4edd,Debit,Health,43618.85,Virtual Card,"Nagpur, Maharashtra",POS,0,INR,+9192880XXXXXX,Specialty store shopping,jonathanXXX@XXXXXX.com
76f71986-7038-42f4-bc2d-784e1931028c,Harish Balan,Female,64,Odisha,Bhubaneswar,Bhubaneswar Branch,Checking,5d13f6ee-7304-437d-8919-df4be21945c3,8/1/2025,7:57:53,17878.33,50abbcd5-3955-4b9b-9b9b-420b4b938eb9,Credit,Electronics,27632.7,Web Browser,"Bhubaneswar, Odisha",POS,0,INR,+9199238XXXXXX,Vacation payment,harishXXX@XXXXX.com
ef96e796-8b05-47d1-b77d-91651f75e0d4,Yamini Sehgal,Male,53,Tripura,Ambassa,Ambassa Branch,Checking,fa215182-59bb-4fb0-80a9-fabd454b4a07,3/1/2025,9:35:39,78453.41,22537967-e926-4240-b643-93c2b7be2d2b,Credit,Restaurant,81193.06,Tablet,"Ambassa, Tripura",Desktop,0,INR,+9191110XXXXXX,Charity donation,yaminiXXXX@XXXXXXX.com
ad2de3b6-9b96-4f1e-852f-1a5b2ebaca16,Ishaan Pau,Male,24,Assam,Jorhat,Jorhat Branch,Checking,d1214aa6-49b6-4f04-aeab-85c9fa52bf5b,9/1/2025,20:01:23,94163.77,4f126125-67f0-49a2-8245-8a719fb18951,Debit,Restaurant,41382.71,Wearable Device,"Jorhat, Assam",POS,0,INR,+9196195XXXXXX,Taxi fare,ishaanXXX@XXXXXXX.com
084b6152-360f-4aed-82fa-56a6c881e3b8,Neelima Chanda,Female,18,Andaman and Nicobar Islands,Diglipur,Diglipur Branch,Checking,2527ed3e-d755-4ee0-8f7e-6fe41af8bf2b,14-01-2025,12:10:24,58699.47,8a322308-a9e1-4e64-b9ee-67b98738e9fd,Transfer,Groceries,90875.53,Bank Branch,"Diglipur, Andaman and Nicobar Islands",Desktop,0,INR,+9191738XXXXXX,Christmas shopping,neelimaXXXX@XXXXX.com
ab9e9fa1-a122-486f-84d6-e10e243dbfaf,Bhavika Korpal,Male,23,Tamil Nadu,Salem,Salem Branch,Savings,c6168c89-bd47-41ea-9529-fbe74f6edfa4,30-01-2025,4:13:12,35929.73,61c7056b-f64c-4b3c-af2f-ace34004ae26,Transfer,Electronics,83606.71,Self-service Banking Machine,"Salem, Tamil Nadu",Mobile,0,INR,+9192162XXXXXX,Online subscription,bhavikaXXXXX@XXXXX.com
2cb1b3f7-70eb-48fb-a72f-b0d4e10cbbfd,Siddharth Borde,Female,40,Tamil Nadu,Salem,Salem Branch,Savings,56162568-ddb8-409e-bee8-0cde6535e505,7/1/2025,22:00:38,2848.31,517a8e24-1314-4985-b7c7-fa8312c8303a,Debit,Health,46148.71,Payment Gateway Device,"Salem, Tamil Nadu",Desktop,0,INR,+9193556XXXXXX,Restaurant dining,siddharthXXX@XXXXXX.com
2068f965-760f-4201-9ef9-ffcb6c2b5a35,Pushti Sarkar,Female,22,Sikkim,Jorethang,Jorethang Branch,Checking,f5302776-8484-4a6c-975c-f155e7915369,9/1/2025,6:00:06,44470.52,9ecffafd-69cf-481c-b9e1-a23866b628a2,Withdrawal,Groceries,68659.9,ATM,"Jorethang, Sikkim",ATM,0,INR,+9194832XXXXXX,Loyalty points redemption,pushtiXXXXX@XXXXXXX.com
54fb2e67-b087-4522-a5c4-af69f95cd9df,Jalsa Menon,Male,24,Chhattisgarh,Durg,Durg Branch,Savings,b33c79ab-4d81-4d12-baf3-2b13cf67608a,28-01-2025,12:45:24,70219.41,63c2e9fc-a4fb-4d1a-9e36-bd3b15f2d0df,Withdrawal,Electronics,60905.65,ATM Booth Kiosk,"Durg, Chhattisgarh",POS,1,INR,+9195352XXXXXX,Mobile phone payment,jalsaXXX@XXXXXXX.com
388d50ad-96f6-418a-8631-eb158ef34673,Tanmayi Barad,Female,32,Manipur,Churachandpur,Churachandpur Branch,Checking,c9b2ebfa-9611-44e3-ad3d-278aed1c97f7,4/1/2025,3:59:11,66414.37,dfada96c-5bef-4e1d-8bcd-90fa7bc7d838,Withdrawal,Restaurant,64178.91,ATM Booth Kiosk,"Churachandpur, Manipur",Mobile,0,INR,+9194365XXXXXX,Electronics purchase,tanmayiXXX@XXXXXXX.com
f624546a-70d3-469b-b849-49cf822126de,Hiral Seth,Female,20,Kerala,Kottayam,Kottayam Branch,Checking,bbb18159-34af-4388-88d4-9c7e123c05db,28-01-2025,11:08:52,48335.94,c1accc03-8bf5-4b04-80e6-c1d59a45538e,Transfer,Electronics,58794.92,Voice Assistant,"Kottayam, Kerala",ATM,0,INR,+9193436XXXXXX,Bank transfer,hiralXXXXX@XXXXX.com
ad5f8799-179f-4b1d-887c-cace22837d3e,Ishanvi Kant,Female,39,Uttar Pradesh,Varanasi,Varanasi Branch,Business,0d970d8f-dd99-401b-a7ba-83a276a7cf49,19-01-2025,21:10:35,28020.64,0c839013-3a9f-4ee0-a524-6653c6401f51,Debit,Groceries,88389.09,QR Code Scanner,"Varanasi, Uttar Pradesh",Mobile,1,INR,+9199750XXXXXX,Property tax payment,ishanviXXXXX@XXXXX.com
81a06003-4371-4881-9de9-cff3eeb97e22,Libni Kari,Female,69,Manipur,Imphal,Imphal Branch,Business,c38e6e12-6a13-4eba-b8a8-e562c9ce1a1d,2/1/2025,8:09:21,31937.54,f9aef052-c053-44b4-91df-cfa6ae3af0e4,Transfer,Restaurant,95269.44,Smart Card,"Imphal, Manipur",ATM,0,INR,+9197739XXXXXX,Penalty fee,libniXXXX@XXXXXXX.com
2a351e52-ae75-4cc5-83c0-ce48e790c3ef,Viraj Raval,Male,40,Uttar Pradesh,Varanasi,Varanasi Branch,Business,9e56c7da-2d68-45bc-952a-d42e0bba6511,19-01-2025,13:08:54,75542.4,e71ed35c-fbe6-40a0-8b75-537ecc10d1f1,Debit,Electronics,77080.46,Payment Gateway Device,"Varanasi, Uttar Pradesh",ATM,0,INR,+9198024XXXXXX,School fee payment,virajXXXXX@XXXXXXX.com
387a9961-959c-44f5-be28-41ebbbb3333a,Dominic Chaudhry,Male,31,Karnataka,Belgaum,Belgaum Branch,Savings,3e371455-92ef-4078-8f58-99f3e4b18b2b,9/1/2025,21:32:31,76722.12,959429b5-4695-4275-9d38-b111b66422e9,Transfer,Groceries,95489.06,Voice Assistant,"Belgaum, Karnataka",POS,0,INR,+9199302XXXXXX,Seminar registration,dominicXXX@XXXXX.com
f9490190-7155-4551-a5ca-7976abeb82f7,Janani Varkey,Female,62,Uttar Pradesh,Agra,Agra Branch,Savings,727ad25d-fe0f-40f2-828f-b4924c8966cb,7/1/2025,14:42:21,6552.8,6d5e05b2-f60f-448b-9056-33b2c9e9781f,Bill Payment,Electronics,36969.14,Biometric Scanner,"Agra, Uttar Pradesh",ATM,0,INR,+9192763XXXXXX,Online gaming,jananiXXXXX@XXXXX.com
48858c85-f144-4187-8b62-ccca6e268b6f,Lucky Bose,Female,47,West Bengal,Durgapur,Durgapur Branch,Savings,362cda82-d06e-403c-8dcb-f11d3ca033a1,29-01-2025,19:06:24,2436.88,1ea1890a-1a7d-40a2-b310-5722e700b110,Credit,Groceries,80262.12,POS Mobile App,"Durgapur, West Bengal",Desktop,0,INR,+9196970XXXXXX,Cryptocurrency purchase,luckyXXXX@XXXXX.com
1b6c94dd-d7d1-45fe-bafd-f0ff86632029,Faris Aurora,Male,42,Dadra and Nagar Haveli and Daman and Diu,Daman,Daman Branch,Savings,e5f8282e-d321-4bfb-8e74-3778ea88395d,25-01-2025,17:53:05,68140.83,ca74edf1-5488-4ad4-a004-2a08236a8ae5,Transfer,Health,47953.15,Wearable Device,"Daman, Dadra and Nagar Haveli and Daman and Diu",ATM,0,INR,+9193369XXXXXX,Team lunch,farisXXX@XXXXX.com
ca370f64-9dbb-4bd4-b6ea-8cb4e1c81347,Balveer Memon,Male,49,Chhattisgarh,Bilaspur,Bilaspur Branch,Checking,427659c7-7eaf-4b70-be8c-5e8e993ee4d7,25-01-2025,22:49:30,21983.84,0dcb7555-1468-4103-85ec-8a1379f1840d,Credit,Health,30057.34,POS Terminal,"Bilaspur, Chhattisgarh",Mobile,0,INR,+9198503XXXXXX,Credit card payment,balveerXXX@XXXXXXX.com
a463abd7-89bc-4510-b3dd-4cd7d99e7a01,Qabil Wagle,Male,21,Andhra Pradesh,Nellore,Nellore Branch,Business,83ba6be9-6aa4-4ec1-a13b-7cada46c41f1,20-01-2025,0:09:03,14451.24,9c775b0f-4ea0-4c8b-9804-bf222408d94e,Withdrawal,Entertainment,28621.67,ATM Booth Kiosk,"Nellore, Andhra Pradesh",POS,0,INR,+9199387XXXXXX,Bank transfer,qabilXXXX@XXXXXX.com
4bd85526-b841-4bd7-8980-fc5f686496cb,Nihal Krish,Male,45,Punjab,Patiala,Patiala Branch,Business,aba182ed-7e04-461e-af8c-587b5fb9bb74,3/1/2025,8:18:11,9512.32,55bbff90-7470-423c-b932-a761e9970345,Withdrawal,Health,7032.29,ATM Booth Kiosk,"Patiala, Punjab",ATM,0,INR,+9196372XXXXXX,Membership subscription,nihalXXXXX@XXXXX.com
98231b58-b450-4a8b-8714-4f3f1ea2e132,Tripti Garg,Male,66,Madhya Pradesh,Jabalpur,Jabalpur Branch,Savings,b55c9477-0401-4805-999a-ffcdec30be95,29-01-2025,12:29:35,95750.51,b000f658-fff8-45d5-a983-a2b4a32c95e6,Credit,Entertainment,24107.13,Virtual Card,"Jabalpur, Madhya Pradesh",ATM,0,INR,+9198374XXXXXX,Stock investment,triptiXXXXX@XXXXX.com
13d85611-e4c9-4da0-bbe2-60984faa8df7,Nathaniel Baria,Female,18,Assam,Jorhat,Jorhat Branch,Business,ca85aa59-34cb-4031-a97d-f3767358184a,28-01-2025,13:12:48,11645.01,5473f076-0572-4cc0-9f0a-286dfe64c5d1,Transfer,Health,86454.69,ATM Booth Kiosk,"Jorhat, Assam",Desktop,0,INR,+9194868XXXXXX,Transportation fare,nathanielXXXX@XXXXX.com
6b191d21-4234-4292-be33-623aadf5cbe3,Nitara Bala,Female,44,Goa,Mapusa,Mapusa Branch,Savings,f0fbb976-d93e-47c2-b32c-8a0dba3d5131,20-01-2025,9:58:57,79558.16,a9de2779-a645-4196-8c87-e710c531bb26,Credit,Restaurant,14146.95,Smart Card,"Mapusa, Goa",ATM,0,INR,+9196738XXXXXX,Jewelry purchase,nitaraXXXX@XXXXXXX.com
d1ed2bfb-c881-4311-a3a5-33f7d6abe4b8,Lopa Ranganathan,Female,36,Goa,Mapusa,Mapusa Branch,Checking,499428e7-3ef3-4109-a032-9002ce7e6944,29-01-2025,1:29:11,53938.61,7265af0f-f36f-44d7-8273-fa659bc14c5b,Transfer,Groceries,73623.01,ATM,"Mapusa, Goa",Mobile,0,INR,+9192452XXXXXX,Corporate event ticket,lopaXXXX@XXXXXX.com
4e9290ca-9b01-40eb-8dc6-11defaca307b,Peter Konda,Male,21,Bihar,Gaya,Gaya Branch,Checking,5639d8f6-de60-446e-ae74-7051892ec8fb,14-01-2025,0:04:35,67136.84,0ec5116a-729c-4261-b8e5-347102fd93c8,Withdrawal,Entertainment,20585.87,Self-service Banking Machine,"Gaya, Bihar",Desktop,0,INR,+9196079XXXXXX,Tech gadgets purchase,peterXXX@XXXXX.com
fcf401c6-f4ca-4e7d-a983-f3fb6d05c1a1,Nachiket Shah,Male,40,West Bengal,Durgapur,Durgapur Branch,Savings,95c868ae-56fc-481a-a973-a253893ebe32,6/1/2025,6:26:15,11598.89,5ff3af4e-f552-4b21-8884-b698aa6fc231,Transfer,Groceries,97275.41,Desktop/Laptop,"Durgapur, West Bengal",Desktop,0,INR,+9197392XXXXXX,Bookstore purchase,nachiketXXXX@XXXXX.com
99d702da-7bdb-45f8-9688-6b0fe57cb51e,Amrita Setty,Female,24,Tripura,Agartala,Agartala Branch,Business,4f490bd3-1b92-4f5e-87ba-9f7e37a22580,16-01-2025,2:11:24,19794.67,e078ad3f-bf54-430a-a747-3ee1a7d21396,Transfer,Electronics,66098.69,POS Terminal,"Agartala, Tripura",ATM,0,INR,+9198088XXXXXX,Tax payment,amritaXXXX@XXXXXX.com
12bcb59b-548c-487c-868b-df679dc78589,Kiaan Munshi,Male,44,Maharashtra,Aurangabad,Aurangabad Branch,Checking,12d4faa6-62cd-4818-a079-5d21b832e1bc,27-01-2025,21:15:26,46261.04,40c7bf84-63d4-45db-b245-8c95bfd03057,Credit,Groceries,25394.1,Virtual Card,"Aurangabad, Maharashtra",POS,0,INR,+9199971XXXXXX,Restaurant dining,kiaanXXXX@XXXXXXX.com
2ec56ba7-46a0-4198-9e98-7b3c1fc72201,Fitan Shere,Male,52,Karnataka,Belgaum,Belgaum Branch,Checking,6d2c5e33-e394-47db-9dc1-dc0f9c906368,14-01-2025,7:17:00,21304.56,298945a2-76f3-416f-9c12-dca08f400196,Transfer,Groceries,51041.3,Voice Assistant,"Belgaum, Karnataka",Mobile,0,INR,+9191827XXXXXX,Doctor consultation,fitanXXX@XXXXX.com
ea2ec1fc-6d44-46b8-8bee-9052acdcfc8a,Chakrika Rau,Male,58,Haryana,Gurugram,Gurugram Branch,Checking,9a956eaf-69b1-40f6-9674-072936cad9d7,19-01-2025,3:49:50,53480.81,3c75fb04-3892-47cb-b1cb-e72e1499a194,Bill Payment,Restaurant,99495.5,Wearable Device,"Gurugram, Haryana",Mobile,0,INR,+9199052XXXXXX,Corporate event ticket,chakrikaXXX@XXXXXXX.com
c5aa88b3-9c56-4486-82bc-b46a8548253b,Kamala Mital,Female,47,Andhra Pradesh,Vijayawada,Vijayawada Branch,Savings,a3f24158-e351-4693-b3e2-e0a6dea16a64,5/1/2025,10:42:41,24104.53,b09f4973-11ba-4887-8924-52a7e7f0b2c0,Withdrawal,Clothing,99152.33,Self-service Banking Machine,"Vijayawada, Andhra Pradesh",POS,0,INR,+9196849XXXXXX,Home repairs,kamalaXXXX@XXXXXX.com
1a5b7e6b-9711-43c2-819e-ef4b4f659c31,Rachana Solanki,Female,51,Lakshadweep,Kavaratti,Kavaratti Branch,Savings,e7f549b1-68f5-477c-91bb-cd52daad1fd3,5/1/2025,22:47:37,1919.61,0c58d6b4-7d0f-4a76-92a3-2f6faa761b38,Bill Payment,Groceries,96875.82,Bank Branch,"Kavaratti, Lakshadweep",ATM,0,INR,+9194523XXXXXX,Laundry service,rachanaXXX@XXXXXXX.com
6e9eaae0-ed2c-40b7-af0c-14e02647a39c,Peter Dhawan,Female,52,Manipur,Imphal,Imphal Branch,Checking,402d686c-e7b1-4857-b8b0-b6c384b56611,10/1/2025,8:42:37,37118.69,64afe7f3-aad9-4c15-ae06-b4ba051b9b0d,Credit,Restaurant,56382.68,Wearable Device,"Imphal, Manipur",POS,1,INR,+9191682XXXXXX,Grocery delivery,peterXXXXX@XXXXXX.com
d4f09cd1-4ae4-4f2a-b270-a5c4c099ac2f,Aradhana Loke,Male,32,Jharkhand,Bokaro,Bokaro Branch,Savings,c341158b-93e3-4620-8910-30cd1dccd9dc,25-01-2025,13:22:35,9341.1,96c0fef1-e8bc-4c45-acd4-29ae6b052333,Transfer,Restaurant,12557.81,Virtual Card,"Bokaro, Jharkhand",Mobile,0,INR,+9197069XXXXXX,Installment payment,aradhanaXXXX@XXXXXX.com
3e3658e5-4786-4f80-8cfd-bd021a201ab9,Ethan Kumar,Female,19,West Bengal,Siliguri,Siliguri Branch,Savings,e74aaa32-7091-4b53-8841-5ffe55d25f82,15-01-2025,22:48:46,78858.34,a61d892f-a367-4e71-9c7b-def6a5d3bf06,Debit,Clothing,85365.38,Banking Chatbot,"Siliguri, West Bengal",Mobile,0,INR,+9199692XXXXXX,Clinic payment,ethanXXXXX@XXXXX.com
2489e763-c13c-4d18-b065-4ca12cb779df,Gunbir Deshpande,Male,54,Tripura,Udaipur,Udaipur Branch,Checking,d67283b2-a077-4375-b272-e02dc95a06ae,5/1/2025,21:06:52,30049.72,73af4597-4fd9-4987-9bf7-560e6511cc30,Withdrawal,Health,27230.41,ATM,"Udaipur, Tripura",Mobile,0,INR,+9194317XXXXXX,Ridesharing service,gunbirXXXX@XXXXX.com
d4ee3055-c580-450c-850e-2f32742fdb9c,Utkarsh Bedi,Female,59,Maharashtra,Aurangabad,Aurangabad Branch,Checking,075e3e1a-84a5-40d7-b461-49787232fd01,23-01-2025,3:38:44,25071.33,cbc3d4bc-85fb-4301-8d6a-9563a7c13c35,Bill Payment,Electronics,9678.94,Payment Gateway Device,"Aurangabad, Maharashtra",POS,0,INR,+9194241XXXXXX,Bookstore purchase,utkarshXXXX@XXXXXX.com
75a27a83-361a-480e-a231-f04961930405,Jalsa Mangal,Female,49,Andhra Pradesh,Vijayawada,Vijayawada Branch,Checking,f5d00695-72de-4cc9-a6df-5f7ed7a3a110,11/1/2025,0:06:08,44098.79,d878d056-5734-4c57-b06c-830a1c597fc8,Transfer,Electronics,92123.96,Payment Gateway Device,"Vijayawada, Andhra Pradesh",Desktop,0,INR,+9195525XXXXXX,Digital media purchase,jalsaXXXXX@XXXXXXX.com
9d426197-cde7-48bc-b90e-98dea18c2604,Matthew Balasubramanian,Female,25,Meghalaya,Nongstoin,Nongstoin Branch,Business,2a8a516a-da66-4054-b04f-9a076939dcb9,6/1/2025,6:02:46,9561,4e743f12-11e9-4d3f-bc20-87ce67260c3e,Bill Payment,Restaurant,56503.72,ATM,"Nongstoin, Meghalaya",Desktop,0,INR,+9197126XXXXXX,Department store shopping,matthewXXXXX@XXXXXX.com
